Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.1.1-10.0.1.2-43032-55555-6,10.0.1.1,43032,10.0.1.2,55555,6,11/04/2022 11:24:48 PM,0,2,1,977,13,969,8,488.5,679.5296167,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,969,249.5,479.6724577,230085.6667,0,0,0,3,3,0,0,0,0,332.6666667,488.5,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-52963-53-17,10.0.1.1,52963,8.8.8.8,53,17,11/04/2022 11:37:24 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-51155-53-17,10.0.1.1,51155,8.8.8.8,53,17,11/04/2022 11:27:58 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-37891-53-17,10.0.1.1,37891,8.8.8.8,53,17,11/04/2022 11:30:51 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-37353-53-17,10.0.1.1,37353,8.8.8.8,53,17,11/04/2022 11:42:19 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-59959-53-17,10.0.1.1,59959,8.8.8.8,53,17,11/04/2022 11:46:41 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43066-55555-6,10.0.1.1,43066,10.0.1.2,55555,6,11/04/2022 11:27:39 PM,0,2,1,873,13,865,8,436.5,605.9905115,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,865,223.5,427.6731618,182904.3333,0,0,0,3,3,0,0,0,0,298,436.5,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-37527-53-17,10.0.1.1,37527,8.8.8.8,53,17,11/04/2022 11:44:00 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43036-55555-6,10.0.1.1,43036,10.0.1.2,55555,6,11/04/2022 11:25:08 PM,0,2,1,930,13,922,8,465,646.295598,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,922,237.75,456.172756,208093.5833,0,0,0,3,3,0,0,0,0,317,465,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-45354-53-17,10.0.1.1,45354,8.8.8.8,53,17,11/04/2022 11:35:45 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-54607-53-17,10.0.1.1,54607,8.8.8.8,53,17,11/04/2022 11:29:47 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2888.194765,5003,0,5004,1668,2888.194765,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-38182-53-17,10.0.1.1,38182,8.8.8.8,53,17,11/04/2022 11:36:49 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-43346-53-17,10.0.1.1,43346,8.8.8.8,53,17,11/04/2022 11:39:58 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-41363-53-17,10.0.1.1,41363,8.8.8.8,53,17,11/04/2022 11:41:49 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-52716-53-17,10.0.1.1,52716,8.8.8.8,53,17,11/04/2022 11:45:17 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-56365-53-17,10.0.1.1,56365,8.8.8.8,53,17,11/04/2022 11:45:27 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43024-55555-6,10.0.1.1,43024,10.0.1.2,55555,6,11/04/2022 11:24:08 PM,0,2,1,836,13,828,8,418,579.8275606,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,828,214.25,409.1734555,167422.9167,0,0,0,3,3,0,0,0,0,285.6666667,418,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-49181-53-17,10.0.1.1,49181,8.8.8.8,53,17,11/04/2022 11:24:31 PM,5005,4,0,156,0,39,39,39,0,0,0,0,0,31168.83117,799.2007992,1668.333333,2889.638097,5005,0,5005,1668.333333,2889.638097,5005,0,0,0,0,0,0,0,0,0,0,188,0,799.2007992,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31168,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-47025-53-17,10.0.1.1,47025,8.8.8.8,53,17,11/04/2022 11:31:11 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-35143-53-17,10.0.1.1,35143,8.8.8.8,53,17,11/04/2022 11:23:17 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-39996-53-17,10.0.1.1,39996,8.8.8.8,53,17,11/04/2022 11:46:31 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-32856-53-17,10.0.1.1,32856,8.8.8.8,53,17,11/04/2022 11:37:54 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-42106-53-17,10.0.1.1,42106,8.8.8.8,53,17,11/04/2022 11:38:41 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-55211-53-17,10.0.1.1,55211,8.8.8.8,53,17,11/04/2022 11:49:38 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-56000-53-17,10.0.1.1,56000,8.8.8.8,53,17,11/04/2022 11:51:59 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43050-55555-6,10.0.1.1,43050,10.0.1.2,55555,6,11/04/2022 11:26:19 PM,1,2,1,820,13,812,8,410,568.5138521,13,13,13,0,8.33E+08,3000000,0.5,0.7071067812,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,64,32,2000000,1000000,8,812,210.25,401.1735909,160940.25,0,0,0,3,3,0,0,0,0,280.3333333,410,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-35484-53-17,10.0.1.1,35484,8.8.8.8,53,17,11/04/2022 11:47:25 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-42256-53-17,10.0.1.1,42256,8.8.8.8,53,17,11/04/2022 11:48:52 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-41317-53-17,10.0.1.1,41317,8.8.8.8,53,17,11/04/2022 11:50:53 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-50808-53-17,10.0.1.1,50808,8.8.8.8,53,17,11/04/2022 11:35:25 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-36749-53-17,10.0.1.1,36749,8.8.8.8,53,17,11/04/2022 11:25:58 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-42644-53-17,10.0.1.1,42644,8.8.8.8,53,17,11/04/2022 11:25:38 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-10.0.1.2-43028-55555-6,10.0.1.1,43028,10.0.1.2,55555,6,11/04/2022 11:24:28 PM,0,2,1,887,13,879,8,443.5,615.8900064,13,13,13,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,32,0,0,8,879,227,434.6730572,188940.6667,0,0,0,3,3,0,0,0,0,302.6666667,443.5,13,0,0,0,0,0,0,0,0,0,0,502,509,1,32,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-46768-53-17,10.0.1.1,46768,8.8.8.8,53,17,11/04/2022 11:49:28 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-41988-53-17,10.0.1.1,41988,8.8.8.8,53,17,11/04/2022 11:32:17 PM,5003,4,0,156,0,39,39,39,0,0,0,0,0,31181.29123,799.5202878,1667.666667,2888.483397,5003,0,5003,1667.666667,2888.483397,5003,0,0,0,0,0,0,0,0,0,0,188,0,799.5202878,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31181,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-53146-53-17,10.0.1.1,53146,8.8.8.8,53,17,11/04/2022 11:52:09 PM,0,2,0,78,0,39,39,39,0,0,0,0,0,Infinity,Infinity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,58.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,Benign
10.0.1.1-8.8.8.8-53186-53-17,10.0.1.1,53186,8.8.8.8,53,17,11/04/2022 11:28:42 PM,5004,4,0,156,0,39,39,39,0,0,0,0,0,31175.05995,799.3605116,1668,2889.060747,5004,0,5004,1668,2889.060747,5004,0,0,0,0,0,0,0,0,0,0,188,0,799.3605116,0,39,39,39,0,0,0,0,0,0,0,0,0,0,0,48.75,39,0,0,0,0,156,4,31175,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,Benign
10.0.11.2-10.0.11.1-60450-8882-6,10.0.11.2,60450,10.0.11.1,8882,6,12/04/2022 11:47:41 AM,398,2,0,1024,0,512,512,512,0,0,0,0,0,2572864.322,5025.125628,398,0,398,398,398,398,0,398,398,0,0,0,0,0,0,0,0,0,40,0,5025.125628,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-59624-8874-6,10.0.11.2,59624,10.0.11.1,8874,6,12/04/2022 11:46:25 AM,2373,2,0,1024,0,512,512,512,0,0,0,0,0,431521.2811,842.8150021,2373,0,2373,2373,2373,2373,0,2373,2373,0,0,0,0,0,0,0,0,0,40,0,842.8150021,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-18780-8876-6,10.0.11.2,18780,10.0.11.1,8876,6,12/04/2022 11:46:45 AM,870,2,0,1024,0,512,512,512,0,0,0,0,0,1177011.494,2298.850575,870,0,870,870,870,870,0,870,870,0,0,0,0,0,0,0,0,0,40,0,2298.850575,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-45775-8877-6,10.0.11.2,45775,10.0.11.1,8877,6,12/04/2022 11:46:53 AM,95,2,0,1024,0,512,512,512,0,0,0,0,0,1.08E+07,21052.63158,95,0,95,95,95,95,0,95,95,0,0,0,0,0,0,0,0,0,40,0,21052.63158,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-14558-8880-6,10.0.11.2,14558,10.0.11.1,8880,6,12/04/2022 11:47:21 AM,3236,2,0,1024,0,512,512,512,0,0,0,0,0,316440.0494,618.0469716,3236,0,3236,3236,3236,3236,0,3236,3236,0,0,0,0,0,0,0,0,0,40,0,618.0469716,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-5389-8885-6,10.0.11.2,5389,10.0.11.1,8885,6,12/04/2022 11:48:11 AM,212,2,0,1024,0,512,512,512,0,0,0,0,0,4830188.679,9433.962264,212,0,212,212,212,212,0,212,212,0,0,0,0,0,0,0,0,0,40,0,9433.962264,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-7695-8876-6,10.0.11.2,7695,10.0.11.1,8876,6,12/04/2022 11:46:43 AM,1260,2,0,1024,0,512,512,512,0,0,0,0,0,812698.4127,1587.301587,1260,0,1260,1260,1260,1260,0,1260,1260,0,0,0,0,0,0,0,0,0,40,0,1587.301587,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-36277-8872-6,10.0.11.2,36277,10.0.11.1,8872,6,12/04/2022 11:46:05 AM,2346,2,0,1024,0,512,512,512,0,0,0,0,0,436487.6385,852.514919,2346,0,2346,2346,2346,2346,0,2346,2346,0,0,0,0,0,0,0,0,0,40,0,852.514919,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-1738-8875-6,10.0.11.2,1738,10.0.11.1,8875,6,12/04/2022 11:46:35 AM,3038,2,0,1024,0,512,512,512,0,0,0,0,0,337063.8578,658.3278473,3038,0,3038,3038,3038,3038,0,3038,3038,0,0,0,0,0,0,0,0,0,40,0,658.3278473,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-49163-8882-6,10.0.11.2,49163,10.0.11.1,8882,6,12/04/2022 11:47:41 AM,689,2,0,1024,0,512,512,512,0,0,0,0,0,1486211.901,2902.75762,689,0,689,689,689,689,0,689,689,0,0,0,0,0,0,0,0,0,40,0,2902.75762,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-64954-8882-6,10.0.11.2,64954,10.0.11.1,8882,6,12/04/2022 11:47:41 AM,2407,2,0,1024,0,512,512,512,0,0,0,0,0,425425.8413,830.9098463,2407,0,2407,2407,2407,2407,0,2407,2407,0,0,0,0,0,0,0,0,0,40,0,830.9098463,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-44630-8870-6,10.0.11.2,44630,10.0.11.1,8870,6,12/04/2022 11:45:46 AM,3454,2,0,1024,0,512,512,512,0,0,0,0,0,296467.8633,579.0387956,3454,0,3454,3454,3454,3454,0,3454,3454,0,0,0,0,0,0,0,0,0,40,0,579.0387956,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-28638-8887-6,10.0.11.2,28638,10.0.11.1,8887,6,12/04/2022 11:48:29 AM,1357,2,0,1024,0,512,512,512,0,0,0,0,0,754605.748,1473.839352,1357,0,1357,1357,1357,1357,0,1357,1357,0,0,0,0,0,0,0,0,0,40,0,1473.839352,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-23875-8878-6,10.0.11.2,23875,10.0.11.1,8878,6,12/04/2022 11:47:04 AM,944,2,0,1024,0,512,512,512,0,0,0,0,0,1084745.763,2118.644068,944,0,944,944,944,944,0,944,944,0,0,0,0,0,0,0,0,0,40,0,2118.644068,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-60317-8872-6,10.0.11.2,60317,10.0.11.1,8872,6,12/04/2022 11:46:07 AM,1269,2,0,1024,0,512,512,512,0,0,0,0,0,806934.5942,1576.044129,1269,0,1269,1269,1269,1269,0,1269,1269,0,0,0,0,0,0,0,0,0,40,0,1576.044129,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
10.0.11.2-10.0.11.1-8026-8887-6,10.0.11.2,8026,10.0.11.1,8887,6,12/04/2022 11:48:28 AM,1812,2,0,1024,0,512,512,512,0,0,0,0,0,565121.4128,1103.752759,1812,0,1812,1812,1812,1812,0,1812,1812,0,0,0,0,0,0,0,0,0,40,0,1103.752759,0,512,512,512,0,0,0,0,0,0,2,0,0,0,0,768,512,0,0,0,0,0,0,0,0,0,0,0,8192,0,1,20,0,0,0,0,0,0,0,0,Malicious
